x_0 f(x)
478     1.422222222
1895    2.230152672
6482    9.835138062
6967    10.58874459
8543    11.61958333
12598   18.50073865
14367   20.18909656
15354   22.24408186
15656   23.05000431
22630   29.45290064
24215   34.36872566
26960   36.2870416
29679   42.41511975
30628   43.68629422
