x_0 f(x)
478     0.015
1895    0.087333333
6482    1.231333333
6967    1.309
8543    2.4
12598   4.964
14367   6.224333333
15354   7.068666667
15656   7.732666667
22630   14.99666667
24215   18.66066667
26960   20.98766667
29679   30.68833333
30628   29.18233333
